"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L78640","SchemaTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SchemaTest.java","L78540","43","0","546","7","101","9","1345","0"
"L78641","SecurityTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SecurityTest.java","L78540","9","0","100","0","18","2","1345","0"
"L78642","ServerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/ServerTest.java","L78540","1","0","74","0","13","4","327","0"
"L78643","SQLCommandsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLCommandsTest.java","L78540","4","0","83","2","19","5","3122","0"
"L78644","SQLCreateIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLCreateIndexTest.java","L78540","17","0","452","1","28","4","1345","0"
"L78645","SQLCreateLinkTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLCreateLinkTest.java","L78540","1","0","75","0","10","3","1345","0"
"L78646","SQLCreateVertexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLCreateVertexTest.java","L78540","5","0","67","2","18","6","1345","0"
"L78647","SQLDeleteEdgeTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLDeleteEdgeTest.java","L78540","9","0","172","0","12","4","1345","0"
"L78648","SQLDeleteTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLDeleteTest.java","L78540","1","0","42","0","11","1","1345","0"
"L78649","SQLDropClassIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLDropClassIndexTest.java","L78540","3","0","56","0","5","2","3122","0"
"L78650","SQLDropIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLDropIndexTest.java","L78540","4","0","100","0","6","2","3122","0"
"L78651","SQLDropPropertyIndexTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLDropPropertyIndexTest.java","L78540","5","0","125","0","11","2","1345","0"
"L78652","SQLEscapingTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLEscapingTest.java","L78540","2","0","35","1","7","4","327","0"
"L78653","SQLFindReferencesTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLFindReferencesTest.java","L78540","8","0","180","0","13","2","1345","0"
"L78654","SQLFunctionsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLFunctionsTest.java","L78540","29","0","357","2","85","10","1345","0"
"L78655","SQLIndexWithoutSchemaTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLIndexWithoutSchemaTest.java","L78540","9","0","170","0","11","3","1345","0"
"L78656","SQLInsertTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLInsertTest.java","L78540","14","0","376","0","58","7","1345","0"
"L78657","SQLMetadataTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLMetadataTest.java","L78540","3","0","46","0","6","3","1345","0"
"L78658","SQLSelectByLinkedPropertyIndexReuseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectByLinkedPropertyIndexReuseTest.java","L78540","13","0","348","6","32","5","561","0"
"L78659","SQLSelectCompositeIndexDirectSearchTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectCompositeIndexDirectSearchTest.java","L78540","24","0","305","1","10","3","1345","0"
"L78660","SQLSelectGroupByTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectGroupByTest.java","L78540","9","0","93","1","10","4","3122","0"
"L78661","SQLSelectHashIndexReuseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectHashIndexReuseTest.java","L78540","288","0","2177","0","22","6","1345","0"
"L78662","SQLSelectIndexReuseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectIndexReuseTest.java","L78540","258","0","2126","2","41","7","3122","0"
"L78663","SQLSelectProjectionsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectProjectionsTest.java","L78540","25","0","316","2","69","6","327","0"
"L78664","SQLSelectTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLSelectTest.java","L78540","116","0","1191","5","203","11","1345","0"
"L78665","SQLUpdateTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/SQLUpdateTest.java","L78540","14","0","383","6","74","8","1345","0"
"L78666","StringsTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/StringsTest.java","L78540","1","0","57","1","19","7","561","0"
"L78667","TransactionAtomicTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TransactionAtomicTest.java","L78540","7","0","164","1","45","7","1345","0"
"L78668","TransactionConsistencyTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TransactionConsistencyTest.java","L78540","35","0","512","0","74","8","3122","0"
"L78669","TransactionIsolationTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TransactionIsolationTest.java","L78540","3","0","126","0","6","3","3122","0"
"L78670","TransactionOptimisticTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TransactionOptimisticTest.java","L78540","17","0","310","2","36","5","1345","0"
"L78671","TraverseTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TraverseTest.java","L78540","9","0","206","2","29","6","82","0"
"L78672","TruncateTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/TruncateTest.java","L78540","8","0","134","0","15","6","82","0"
"L78673","WrongQueryTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/auto/WrongQueryTest.java","L78540","3","0","28","0","12","2","327","0"
"L83388","DeleteDirectory.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/DeleteDirectory.java","L83387","6","0","25","0","3","0","0","0"
"L83389","OrientMonoThreadTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/OrientMonoThreadTest.java","L83387","1","0","17","0","6","0","0","0"
"L83390","OrientMultiThreadTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/OrientMultiThreadTest.java","L83387","1","0","10","0","1","0","0","0"
"L83391","OrientTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/OrientTest.java","L83387","3","0","21","0","5","1","561","0"
"L83392","OrientThreadTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/OrientThreadTest.java","L83387","1","0","11","0","4","3","420","0"
"L83393","OrientTxSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/OrientTxSpeedTest.java","L83387","2","0","13","0","4","2","3122","0"
"L83394","SetupTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/base/SetupTest.java","L83387","3","0","33","0","1","0","0","0"
"L83534","MemoryLeaksTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/load/MemoryLeaksTest.java","L83533","3","0","18","1","11","3","1345","0"
"L83541","CreateRelationshipsSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/CreateRelationshipsSpeedTest.java","L83540","3","0","27","0","12","3","3122","0"
"L83542","DictionaryLookupInverseSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/DictionaryLookupInverseSpeedTest.java","L83540","1","0","26","0","5","2","3122","0"
"L83543","DictionaryLookupSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/DictionaryLookupSpeedTest.java","L83540","1","0","26","0","8","4","3122","0"
"L83544","DictionaryPutDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/DictionaryPutDocumentSpeedTest.java","L83540","2","0","49","0","2","0","0","0"
"L83545","DictionaryPutSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/DictionaryPutSpeedTest.java","L83540","1","0","46","0","9","2","3122","0"
"L83546","FullTextIndexerTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/FullTextIndexerTest.java","L83540","2","0","65","0","10","0","0","0"
"L83547","FullTextSearchTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/FullTextSearchTest.java","L83540","1","0","7","0","2","0","0","0"
"L83548","GiantFileTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/GiantFileTest.java","L83540","21","0","185","0","6","3","1345","0"
"L83549","GraphInsertSpeedMTTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/GraphInsertSpeedMTTest.java","L83540","6","0","90","0","2","2","17","0"
"L83550","IntgerSerializationSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/IntgerSerializationSpeedTest.java","L83540","1","0","47","0","1","1","561","0"
"L83551","IteratorSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/IteratorSpeedTest.java","L83540","3","0","27","1","9","3","1345","0"
"L83552","LocalCreateAsynchDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateAsynchDocumentSpeedTest.java","L83540","3","0","54","0","7","1","1345","0"
"L83553","LocalCreateBinaryDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateBinaryDocumentSpeedTest.java","L83540","5","0","53","0","8","3","561","0"
"L83554","LocalCreateBinarySpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateBinarySpeedTest.java","L83540","4","0","47","0","6","2","3122","0"
"L83555","LocalCreateDocumentMultiThreadIndexedSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateDocumentMultiThreadIndexedSpeedTest.java","L83540","12","0","97","0","20","3","3122","0"
"L83556","LocalCreateDocumentMultiThreadSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateDocumentMultiThreadSpeedTest.java","L83540","5","0","84","0","25","4","3122","0"
"L83557","LocalCreateDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateDocumentSpeedTest.java","L83540","4","0","66","0","18","3","1345","0"
"L83558","LocalCreateFlatDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateFlatDocumentSpeedTest.java","L83540","4","0","54","0","7","2","113","0"
"L83559","LocalCreateFlatMultiThreadSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateFlatMultiThreadSpeedTest.java","L83540","3","0","64","0","9","3","3122","0"
"L83560","LocalCreateFlatSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateFlatSpeedTest.java","L83540","4","0","51","0","14","3","1345","0"
"L83561","LocalCreateIndexedDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateIndexedDocumentSpeedTest.java","L83540","2","0","53","0","9","0","0","0"
"L83562","LocalCreateObjectSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateObjectSpeedTest.java","L83540","2","0","45","0","10","0","0","0"
"L83563","LocalCreateVertexSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalCreateVertexSpeedTest.java","L83540","4","0","51","0","7","3","1345","0"
"L83564","LocalDocumentAndBinarySpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalDocumentAndBinarySpeedTest.java","L83540","9","0","95","0","9","2","113","0"
"L83565","LocalMTCreateDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalMTCreateDocumentSpeedTest.java","L83540","7","0","89","0","14","4","1345","0"
"L83566","LocalPaginateStorageSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/LocalPaginateStorageSpeedTest.java","L83540","3","0","71","0","5","3","1345","0"
"L83567","NotUniqueIndexSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/NotUniqueIndexSpeedTest.java","L83540","2","0","42","0","7","3","1345","0"
"L83568","ODocumentSerializationSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/ODocumentSerializationSpeedTest.java","L83540","2","0","31","0","8","3","420","0"
"L83569","OrientDbWriteLotsOfDataTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/OrientDbWriteLotsOfDataTest.java","L83540","14","0","146","0","7","4","1345","0"
"L83570","PLocalCreateVerticesMultiThreadSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/PLocalCreateVerticesMultiThreadSpeedTest.java","L83540","4","0","86","0","6","3","3122","0"
"L83571","ReadAllClusterObjectsSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/ReadAllClusterObjectsSpeedTest.java","L83540","3","0","44","0","18","5","113","0"
"L83572","RemoteCreateDocumentSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/RemoteCreateDocumentSpeedTest.java","L83540","5","0","64","0","15","1","1345","0"
"L83573","SQLAsynchQuerySpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/SQLAsynchQuerySpeedTest.java","L83540","1","0","37","0","11","5","561","0"
"L83574","SQLSynchQuerySpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/SQLSynchQuerySpeedTest.java","L83540","2","0","37","0","12","1","3122","0"
"L83575","SuperNodeInsertSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/SuperNodeInsertSpeedTest.java","L83540","5","0","94","1","19","6","1345","0"
"L83576","TxRemoteCreateFlatSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/TxRemoteCreateFlatSpeedTest.java","L83540","1","0","37","0","5","2","3122","0"
"L83577","TxRemoteCreateObjectsMultiThreadSpeedTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/TxRemoteCreateObjectsMultiThreadSpeedTest.java","L83540","4","0","58","0","16","4","3122","0"
"L83578","TxTest.java","tests/src/test/java/com/orientechnologies/orient/test/database/speed/TxTest.java","L83540","2","0","24","0","4","2","3122","0"
